Rule	Period	dx	dy	dz	Iterations
RRURRRL	1764	12	0	0	19444502
DULLRLLLL	1764	10	10	10	16771622
UDURRUDUUL	1764	8	0	0	2259237
UDURRRLL	1758	16	16	16	2298676
LRLRRRDRUL	1758	12	12	12	2087392
RUUUUURUL	1758	12	12	0	2519041
DULUUDLULL	1758	10	10	10	2370928
DRLUDDLDRL	1758	9	6	5	117654055
RLRLDDUULL	1754	8	6	4	15855967
DDUDLLDUL	1752	6	6	6	9622553
DRLLRLRULL	1750	11	11	0	51654956
LULLLULRUL	1748	12	0	0	5630261
DURDDURULL	1748	10	7	1	2189500
DULDLLURL	1746	10	10	10	7263392
LLUDUULULL	1740	24	0	0	1904384
UURLDDUUUL	1740	18	0	0	1974302
RLDURUDUD	1740	14	14	14	2383681
URURLRRRL	1740	12	0	0	2071740
UDUDDUDLUL	1740	8	8	8	2267678
UDRRLDLDUL	1740	6	6	6	131285969
UDULLLL	1734	16	16	16	2249722
UDURRURRLL	1734	10	10	10	2139506
LLRLLULRRL	1734	5	5	0	29738400
DULDRRDULL	1732	24	0	0	1928997
DRDLRRDRUL	1732	10	5	3	2126126
RLDDUURRL	1728	12	0	0	2056744
UDRDRULLRL	1728	10	10	10	2740095
RLDLUULLL	1728	8	8	8	3513267
UUULURLLUL	1728	6	6	6	2380451
LRURRRULLL	1724	16	0	0	27097066
RLUDRDUDUL	1722	14	14	14	2001708
DUDDUDRURL	1722	10	10	10	74024298
DRDLLLULUL	1722	6	6	6	35445569
LUDRDRURLL	1722	4	4	4	2907509
UDUDUULLL	1720	10	0	0	2516762
LLDDLDDDUL	1720	8	5	5	2310844
UDDUDURULL	1718	8	4	2	6189901
LRLUULURUL	1716	14	14	14	1994220
DLDURLRULL	1716	10	10	10	10001745
LRDUDUUUUL	1716	8	8	8	2211197
DLDRLLDUL	1716	8	0	0	2818966
UDUDRDUUL	1710	12	12	12	2445522
UUDUULRDUL	1710	7	7	0	111917420
DRDLRRUUUL	1710	4	4	4	113788740
LLDRLLDDRL	1708	16	0	0	1952074
UUUDLULULL	1708	12	0	0	2032883
ULLRDURRL	1708	8	0	0	9823492
LRURDULLUL	1706	14	14	0	24505739
URUUUUL	1706	8	3	1	2830297
UURLRRULUL	1704	16	0	0	1987944
UDUDRDRUL	1704	10	10	10	2598212
RLULUURRUL	1698	12	8	0	2032081
LLRLLDDUUL	1698	6	6	6	2331759
DULRRURRLL	1696	8	0	0	2178611
RLRLDUDLUL	1694	11	11	0	2598076
UDDULDLULL	1692	16	0	0	25953721
DURDRURL	1692	10	10	10	6361020
DUDUDDUULL	1692	8	8	8	2171574
DUDLLDLUL	1686	14	14	14	2310825
UDURRDDLUL	1686	8	8	0	2157580
DUDDRDRRUL	1686	4	4	4	2863834
UDLULLULLL	1682	8	8	0	2164619
RUDUUURRUL	1680	12	0	0	50625930
DURRLRRRL	1676	10	0	0	2229320
LDLRULLURL	1674	10	10	10	2050154
RLRLDUDUUL	1674	8	8	0	2158755
UUUDLLLUUL	1674	4	4	4	2623648
DLDDRLDDUL	1672	14	0	0	2193282
UUDULRL	1668	16	0	0	2148734
UULLUURUUL	1668	12	0	0	2386507
DDDLLLRULL	1668	4	4	4	5618794
UUUULLUDUL	1668	2	2	2	32558376
UDLLRDRDUL	1666	11	11	0	2159259
LRLLRRLRUL	1662	6	6	0	2282395
URRURRUULL	1662	4	4	4	79795615
DUDLRDULLL	1658	7	7	0	5321934
DRLLLDDULL	1658	5	5	0	21278671
RLRLDDDULL	1656	8	8	8	2119974
UDUUDLULUL	1656	6	6	6	2290246
RLULUDURUL	1654	11	11	0	2643278
LULULLLDUL	1652	12	0	0	6839978
LRLDDUL	1650	14	14	14	2200074
UDULLLURL	1650	12	12	12	2357966
LRDLLLLULL	1650	8	8	8	4858901
RLDLURUDUL	1650	6	6	6	2272252
LUULLUURLL	1650	4	4	4	22268044
URLRLUUULL	1644	14	0	0	3204250
DUDRRRRURL	1644	8	8	8	3985005
LRUDDRLUL	1642	8	8	0	2709372
UUULRULLLL	1642	7	7	0	9106778
LRLLDDLULL	1640	16	0	0	1874326
DRRLURUL	1638	8	8	8	2557765
RLRDDLUL	1636	28	0	0	1912693
LRLRLDLDUL	1634	11	3	2	13352609
DUDRRRRUL	1632	8	8	8	2709590
LRLLRULUL	1632	6	6	6	3042090
DURDLLDUL	1628	16	0	0	2376177
ULUUURRURL	1628	8	0	0	2186869
RRRDRRDULL	1626	5	5	0	12692928
UDLLRLLUL	1624	7	3	2	4695750
RRURRRRRL	1620	12	0	0	1932775
UUDUURULRL	1620	8	8	8	2338575
DDLDLULLLL	1620	6	6	6	3452031
RRDDDRDRL	1618	5	5	0	18557364
RLDRUURLUL	1612	16	0	0	1856871
URUURULL	1612	10	0	0	21574419
DDRULDURL	1612	8	0	0	8469713
DURDRRUUUL	1610	8	8	0	2367287
RRRRRRDRL	1608	10	0	0	2432910
LDUDLLDUL	1608	6	6	6	3046748
UULLDULLL	1604	20	0	0	2120486
RLRLDLUL	1604	16	0	0	2054592
LULULLURUL	1604	8	0	0	2054671
UDLUULLL	1602	11	11	0	2275428
DULLRLDDUL	1602	4	4	4	14454908
UDLUUDURL	1600	12	7	1	2317813
LLDUDLUL	1600	10	0	0	3076744
RDRUDDUUUL	1598	5	5	0	75426770
LDDLDUUL	1596	16	0	0	2067197
DUDRRURRL	1596	10	10	10	2002023
RLUUDUULL	1590	6	6	6	2979611
DDRRRRUL	1590	4	4	4	15947542
RRLRDDDURL	1588	28	0	0	1716599
LRLRDRUL	1588	16	0	0	2034100
ULLLRLULLL	1588	8	0	0	2040768
RUUUURUUUL	1588	4	0	0	2490772
URUURULRUL	1582	8	8	0	2116716
UDUULLDURL	1580	20	0	0	1763401
UULRDDURL	1580	16	0	0	104893683
UULLLULDUL	1580	8	0	0	2063942
UDLDRDDURL	1578	8	8	8	15431651
LDURULLDUL	1578	7	7	0	2828668
LRLRURRUUL	1578	6	6	6	2188602
UULLDULLRL	1578	4	4	4	6492459
UDUURRULRL	1574	9	9	0	1966861
LLRLURLL	1572	12	12	12	2160086
UDLULRUDRL	1572	12	0	0	2245264
DUDUDLRURL	1572	10	10	10	2407067
DDUDLUDULL	1572	6	6	6	2166794
DURURDULRL	1566	8	8	8	16203105
UDLDLRUL	1566	6	6	6	2864430
URULRRUDRL	1564	16	0	0	7486752
LUUULLRLLL	1564	8	0	0	5157668
LLLULRUUL	1560	8	0	0	3821895
ULLLLLLRLL	1560	6	6	6	2282970
LRDLULLLUL	1558	14	10	2	1812005
RLRLLULUL	1556	28	0	0	2022430
RRUUULRURL	1556	16	0	0	10032847
RDRLURLULL	1556	12	0	0	16893998
LRLLRULLL	1548	24	0	0	1880491
DLDRLUDULL	1548	16	16	16	1777645
RLRLLURRL	1548	10	10	10	1895096
LRLRDDDULL	1548	8	6	6	2002980
LULUURLURL	1548	8	0	0	2542521
LULDULUDUL	1548	6	6	6	2206254
UUDULUDUL	1548	4	4	4	3538851
LLLULLRUL	1542	9	9	0	2424043
RRDUDRURLL	1542	6	6	6	41838897
UDULLDURL	1540	28	0	0	1827037
RLULURRLL	1538	13	13	0	2075038
RRRURRRLLL	1538	5	5	0	5094044
UDLLRLDRL	1536	10	10	10	3030793
LRULLURRL	1534	7	7	0	3807051
LRLLRULL	1532	24	0	0	1830016
RRUDDDULL	1532	12	0	0	31211211
DULURURURL	1532	8	0	0	61954294
UDURRLLUUL	1530	11	11	0	2023833
RLRUUURLL	1530	10	10	10	2315205
DDDUDDLDRL	1530	8	8	8	1969121
DURDRRULL	1526	8	8	0	2571206
RUUUURRLLL	1524	16	0	0	2929690
DUDRRLUL	1524	14	14	14	2012681
DUDULLULRL	1524	8	8	8	8290709
DDLLLLLLUL	1524	4	4	4	2615381
LRDRDDDRUL	1520	14	0	0	2031185
LULULURUL	1518	8	8	8	24413667
URUULRLLL	1516	16	0	0	2424126
UUUULURRUL	1516	8	0	0	1942402
LLUUULDULL	1512	6	6	6	15919335
LRLRRUULLL	1510	13	7	2	1775372
DLDRLUDDRL	1510	8	8	0	69175090
UUULRURRLL	1510	6	6	0	2084876
DURLRLURLL	1508	24	0	0	1663472
DURULRRURL	1508	20	0	0	3490037
RUDUURURUL	1508	16	0	0	5543652
LRRRURRDUL	1508	12	0	0	42037289
DLRLRDULRL	1508	8	0	0	1933290
UDUDLUL	1506	11	6	3	2121297
LRDRDDULRL	1506	10	10	10	26487589
UDUUDRRUL	1500	20	0	0	1890997
RLRUURDDUL	1500	16	0	0	2791567
UDUDDLRUL	1500	6	6	6	2779548
UUDURRDUD	1498	13	13	0	2089426
RRUUDDUUUL	1494	10	10	10	28934593
LLRLUURRL	1494	10	5	3	1856206
RLLRUUULLL	1494	8	8	8	24931376
RURRLUUUUL	1494	7	7	0	4510772
UDRRLLDULL	1494	6	6	6	2598079
UDLRLRDRL	1492	24	0	0	1814216
DURURRUULL	1492	20	0	0	1660496
DDLLUDULL	1492	12	0	0	29503293
DDLURDLRUL	1492	10	0	0	1832413
LLLUDDUUUL	1492	8	0	0	110217312
URRLUURRUL	1490	9	9	0	2109627
DURLULDLUL	1488	12	12	12	1800928
RRLRDLDUUL	1488	10	10	10	1823347
LLUDUURUL	1488	8	8	8	116119003
DUDDLRDRL	1484	20	0	0	1995376
UDUDURRL	1484	16	0	0	6864182
DULRULDULL	1484	12	0	0	1767720
LRLDDLUUL	1484	7	6	5	5717263
LRLRDDDDUL	1482	12	12	0	1762508
RRULRRDUD	1482	8	8	8	2491450
RLRLDDRLUL	1478	12	12	0	1848778
RLRLDDUDUL	1476	16	0	0	1981959
LRLDDRDRL	1476	10	10	10	2231959
UURDURLL	1476	4	4	4	3164674
DULRDRLULL	1470	15	15	0	1726200
UDUUDURLL	1470	10	10	10	2250367
LRULULRUL	1470	8	8	8	13580737
RLDRDDRULL	1470	6	6	6	2019971
DRDLULLLLL	1470	4	4	4	90307270
RDUULDRUL	1468	16	0	0	3908904
RRULRURRUL	1466	5	5	0	2150035
ULUDDDULLL	1464	8	8	8	62671990
RLDRRDDDUL	1462	9	9	0	2037257
RRUDDDURL	1462	5	5	0	93846049
DUDDURURUL	1460	14	0	0	43830252
DULDDULLRL	1458	12	12	12	1753249
RRLRRURLLL	1458	10	10	10	6093418
LRLUURRULL	1454	19	7	2	1626721
LUUDDLUL	1452	8	8	8	2299839
DDLDDULDRL	1452	8	0	0	27066649
LRDRRUDULL	1452	6	6	6	93861523
UDLURLRUL	1450	12	12	0	8783938
LRRUURRUL	1446	8	8	8	14446469
LDLLLDLULL	1444	12	0	0	3028594
UDRDRLUDUL	1444	8	0	0	4433850
DULDDLUUL	1442	7	7	0	4074983
LRDDUULULL	1440	12	12	12	1767098
LDLDUDUUL	1440	6	6	6	5017901
UDRULURRUL	1438	12	12	0	2454161
DDUDDLLURL	1436	16	0	0	28479960
UURLLLRLLL	1436	8	0	0	6603448
LRLUDLUUL	1434	12	12	0	3170218
RRDURUUDL	1434	8	8	8	2331949
UDURRLUULL	1434	8	8	0	1954003
UDRUURDRL	1434	7	7	0	5210923
UDLURDULUL	1430	12	12	0	1749387
RDUUURDRUL	1430	6	6	0	1965170
DUDLLRDUL	1428	12	12	12	2832522
LRLDDRDRUL	1428	12	0	0	2226461
RUUDUURUL	1428	8	8	8	5570753
DULURDUL	1428	6	6	6	73242421
RRLRULULLL	1426	18	18	0	1664030
LDDULLLRUL	1426	6	6	0	2134197
LUUUDLULL	1424	6	5	3	4314508
DUDULURRL	1422	12	12	12	1688188
UULRUDULL	1422	8	8	8	3984075
DLDDLDLLUL	1422	6	6	6	19812415
LLLDDUUDL	1420	16	0	0	1725047
RLRRLUUDL	1418	12	12	0	1735460
DUDDLDUUL	1418	8	8	0	11126568
UDUUULLLL	1416	10	10	10	2143454
LRLDDDUULL	1414	10	10	0	1736919
LRLRDLDURL	1412	16	0	0	1614276
ULLLULRURL	1410	9	9	0	1780606
UDUDDDLULL	1410	8	8	8	32430872
LLLDULDDUL	1410	7	7	0	3023198
DUDDUDULUL	1410	4	4	4	46854808
UDUDLULLLL	1404	36	0	0	1495230
RLULLRLDUL	1404	20	0	0	62388581
LLDURLLLUL	1404	10	10	10	5622150
DURULRLUUL	1404	6	6	6	1928738
RRDUUDDURL	1404	4	0	0	128634288
LRLUULRUUL	1402	9	9	0	4834368
DUUULLLRRL	1398	8	8	8	1798905
URUUULUL	1398	6	6	6	2580009
UUURDUUULL	1398	4	4	4	45446808
UULUUDULLL	1398	4	4	0	2404365
RLRUUULDUL	1396	14	0	0	1621523
RLRLDURURL	1392	10	10	10	1721963
LRLRLLRLUL	1392	8	8	8	1843471
UUUUDUULUL	1392	6	6	6	1916663
UDLDLLRURL	1390	5	5	0	2368926
DDULRLDURL	1388	24	0	0	1697681
LRRDUURDUL	1388	20	0	0	59741488
LLDLLLURL	1388	12	0	0	2118391
RRRURRRRL	1386	4	4	4	2288551
LULDULUULL	1384	16	0	0	1778166
DDUDDRLRUL	1380	16	0	0	4400590
DDLRLLUUL	1380	10	10	10	2092634
URLLLUULRL	1380	8	8	8	1773996
DUDRRRRRUL	1380	8	0	0	1789874
DULUURLLL	1380	6	6	6	110566091
DURURRDUL	1374	12	12	12	1961851
LDDULURRLL	1374	6	6	6	2779559
DULLRRLRUL	1372	20	0	0	1527154
RRLRDLRLUL	1372	16	0	0	1568109
LDLLUULULL	1372	12	0	0	1877388
DLDDDUULL	1372	8	0	0	14334929
DURULDLULL	1370	8	8	0	2429232
DDDUDLDULL	1370	5	5	0	8651943
RUUURURRUL	1366	8	4	2	1805836
DLLRUURRLL	1366	6	6	0	1906232
UDUDRLDDUL	1366	5	5	0	7400808
DUDUURRRUL	1364	17	3	0	1545059
RUURDUDUD	1364	16	0	0	1804511
LULLLDDUUL	1364	12	0	0	1645296
UDUURDULLL	1364	8	0	0	32210692
LRULLLDDUL	1362	14	14	14	1592375
UUUUULLRLL	1362	6	6	6	4751178
URRLRURDUL	1362	4	4	4	6212776
LRLUURLULL	1360	7	7	0	2207389
RLULLUUUUL	1358	9	9	0	12664798
UDUUDRRDUL	1356	12	12	12	1610178
LRLRDUDUL	1356	8	7	3	19323547
UDUURDULL	1356	8	0	0	3121886
URRLUUUUUL	1354	7	7	0	3686012
DUDLRDUUL	1352	18	0	0	2616559
UDUURULL	1350	8	8	8	2106920
RRLRDURLL	1348	16	0	0	1785262
URUUULLULL	1348	12	0	0	1617625
DUDDLDDULL	1348	8	0	0	2990153
RLRLULULLL	1344	8	8	8	1726108
UURLLLRRUL	1344	6	6	6	1858686
DUDRRUDUUL	1342	11	11	0	1621068
LLDULULL	1340	16	0	0	1721719
LLLLLLUDUL	1340	8	0	0	2192741
LRLDDDDLUL	1338	12	12	12	1589008
DDUDDDLLUL	1338	8	8	8	5708447
RRRRDRDRL	1338	8	8	0	5344899
LLUULRL	1338	7	7	0	23765351
ULURLLRRLL	1338	6	6	6	2776677
UURULDRRUL	1336	7	3	2	80914885
DUDDURUDUL	1334	11	3	2	1649573
LRLRRLLURL	1332	12	0	0	104601167
RDDDUUL	1332	10	10	10	2874233
UDUDLLDRUL	1332	8	8	8	1705918
UDUDDLRRUL	1332	8	0	0	1711033
UULURRLURL	1332	6	6	6	93531632
UUULUUURLL	1332	4	4	4	16517110
LULRULLUUL	1326	10	10	10	1624038
LRDDUDLUUL	1326	7	7	0	4841457
RRRDLRRDUL	1326	6	6	6	4602686
LRUUDRUUL	1324	20	0	0	1664095
UUDULRRRUL	1324	8	0	0	1725925
RLDLDDRLUL	1320	12	12	12	1568993
DDRDRRDUD	1320	8	8	8	8679120
UUUDULLRLL	1320	6	6	6	43093263
LDLDDLLLUL	1320	6	0	0	2344032
UURURRLUL	1320	4	4	4	9817570
RLDUUULL	1316	16	0	0	1690889
RLULULRLL	1314	10	10	10	1903751
RRLRULDUL	1314	8	8	8	2240728
URULLURLUL	1314	8	8	0	3355910
UDRULL	1314	6	6	6	2548287
UUULDLULLL	1314	4	4	4	2057656
UDDLDDLDUL	1308	8	8	8	10906059
RLURDRUUL	1308	6	6	6	9004180
UUUULLURUL	1308	4	4	4	2052102
DLDRLLLDUL	1306	7	7	0	1725218
LULLRUULLL	1306	4	4	0	16637598
UULRLLL	1304	12	0	0	1799249
RLRLRLRDUL	1302	12	12	12	1766351
RDUDRRLLUL	1302	6	6	6	4840917
UDUDDRDUUL	1302	4	4	4	2048006
UURLRRUUL	1300	16	0	0	1719992
UDLUULDUUL	1298	13	13	0	1525117
RRLRRULDUL	1298	5	5	0	1909361
UDLULRRRL	1296	8	8	8	13426390
DURURRRRLL	1296	7	5	4	2515033
UULLDLULUL	1296	6	6	6	2487831
LLUDDDUULL	1294	7	7	0	1714502
LLLLURLLLL	1294	6	6	0	4929108
RRDUDDDUUL	1292	16	0	0	2373607
LRLLUDURLL	1292	8	0	0	63380129
UUDUURDDRL	1290	13	13	0	1513760
RLDRDDRDUL	1290	11	11	0	1636158
RRLRDLULLL	1290	10	10	10	1580456
LULRDULUL	1290	8	8	8	2141632
DUDURRRL	1288	16	0	0	2179648
RURDDRURLL	1286	6	6	0	68255134
LLRLDLLULL	1286	5	5	0	2044654
UULLUDLUL	1284	16	0	0	1696195
RUDDDDDURL	1284	12	0	0	10418187
RULUUDDULL	1284	8	8	8	1644368
LLUULLLLRL	1284	4	4	4	2036158
RLULUUUDL	1282	8	8	0	1670408
UDURRULL	1280	9	9	4	1920564
UDUDLLUUL	1278	10	10	10	37884980
LRLRUUUULL	1278	8	8	8	1640954
URLRRUURL	1278	7	7	0	3013522
LLLURLL	1276	7	2	1	2161615
URULULRRLL	1272	10	0	0	1836865
ULLLLRULL	1272	8	8	8	16562139
UDUUUDUUUL	1272	6	6	6	1830061
LRRDDLRULL	1270	9	9	0	62029830
DURRLLULUL	1268	14	0	0	1475971
DDUDRLLLUL	1268	12	0	0	7320255
RUDURLULUL	1268	8	0	0	32865067
DURRLRRRRL	1266	8	8	8	7837466
ULUDRUUUUL	1266	6	6	6	71163863
LUUULDULLL	1266	5	4	3	4545854
DDRDDDLDRL	1266	4	4	4	1990610
DUDDURRRRL	1260	20	0	0	1964139
DDRLRRDRUL	1260	16	0	0	4571761
UDRLDRDRL	1260	12	12	12	1798837
ULRLRUUUL	1260	12	0	0	111826614
RDDURRRUL	1260	8	8	8	2073525
LRRDRDDULL	1260	8	0	0	2465337
LUUUUUDLUL	1260	6	6	6	1736160
RLRLLLDURL	1260	4	4	4	4797179
URRLUUUDL	1256	12	0	0	1609466
RLLDDUDUUL	1256	7	3	2	1713015
RUUUUURUUL	1254	4	4	4	1984663
DULRULLURL	1252	24	0	0	1374067
LRLRUURRL	1252	16	0	0	49924745
DDUUUDDURL	1252	8	0	0	1608348
LDLDLDDDRL	1250	6	6	0	104737591
RDUUDRRLUL	1248	8	8	8	1598520
UUURULLLRL	1248	6	0	0	2441131
UULUDLUULL	1246	5	5	0	2842573
UDUDDLULRL	1244	24	0	0	1363289
RRRDURDRL	1244	20	0	0	1564701
RLULURLLLL	1244	16	0	0	3890887
ULULLUDLUL	1244	12	0	0	1564323
UUDUULLL	1244	10	0	0	2333454
DDDDRRUL	1244	8	0	0	109981834
UDURRDRUL	1242	9	9	0	2038496
LRUUDDDDRL	1242	8	8	8	11480203
RLLUURDLUL	1242	6	6	6	1802013
UUDULDLDRL	1242	4	4	4	1938751
ULRLUULLL	1238	9	4	3	1855559
RRLRRUUUUL	1236	12	0	0	1906951
DLLLDDLUL	1236	8	8	8	2033958
LDLLLLLRUL	1236	8	0	0	5401491
LDLULDULL	1236	6	6	6	26379739
DUDUULRUL	1234	7	7	0	2137015
LRURUUURLL	1234	5	5	0	1815144
URLLLUUULL	1230	4	4	4	2011345
UUUUURULRL	1230	3	3	0	9828739
RUDDDDDDRL	1228	8	0	0	5177164
LDLDDDDULL	1228	4	0	0	20353343
LDDDRDDDRL	1226	4	4	0	1912760
UDDUUDRULL	1224	8	8	8	2072530
UURRURLURL	1224	6	6	6	1690761
UDUUDUURUL	1220	16	0	0	1483218
LULLLUDUL	1220	8	0	0	21059684
UDLURUDUD	1218	12	12	12	8096877
DURULRRLLL	1218	8	8	8	1567255
DURRLLRRUL	1218	6	6	6	1673537
LDLLLRURLL	1218	4	4	4	3101048
RLRUUUULL	1216	8	0	0	2150486
URRRLDURLL	1214	8	8	0	1623170
DDLDURLLL	1212	16	0	0	1601077
RRDDLDRULL	1212	12	0	0	37767860
LLRLLLULUL	1212	8	8	8	1568513
UDULRULRRL	1212	8	0	0	16966241
DRRLDLDULL	1208	10	0	0	4223536
RLRLRUUL	1204	16	0	0	63443914
LRLRUULLLL	1204	12	0	0	1439674
RRUULRURUL	1204	8	0	0	7990538
RRLRULUDUL	1200	10	10	10	1478649
LLRLDRLURL	1200	8	8	8	1542338
UUUUULRUL	1200	4	4	4	2737955
DDUDDLUULL	1198	15	15	0	1377864
RLLLLUL	1198	8	8	0	43491973
UDLURLRRLL	1198	8	6	0	2107465
RLRLULDDUL	1196	36	0	0	1271622
RURDURUDUL	1194	8	8	8	1781797
UDUDRDRUUL	1188	24	0	0	1301894
RDULRRRLL	1188	16	0	0	6512641
UUULDRURUL	1188	12	0	0	1415966
UULUUURRUL	1188	10	0	0	1620404
UUUUDRUULL	1188	8	8	8	1521769
UDRULRL	1188	8	0	0	40402322
LDDDDUULLL	1188	6	6	6	1641364
LLDUDUUDUL	1184	6	0	0	21278121
LULRRDLLUL	1182	6	6	6	29906034
LRUDLDUDUL	1178	9	9	0	1487300
RRUULRRRL	1178	7	7	0	1675276
RRLRUURRUL	1176	10	3	1	1851086
URLLRURLL	1176	8	8	8	1936279
ULULRLURLL	1176	4	4	4	6592137
RRLRUDUDUL	1174	9	6	5	1469820
UDUDDLUL	1172	20	0	0	1437781
RRLRRUUDL	1172	16	0	0	1344877
LDUDDDRLUL	1172	14	0	0	1653278
LRRDDLDDRL	1172	12	0	0	1568417
UDLDLULL	1172	8	0	0	40292296
LRLRRURLUL	1170	6	6	6	1605668
RLRRLLDDRL	1166	13	13	0	1370657
DURRLLRLUL	1164	20	0	0	1297418
LUDRDLDDRL	1164	16	0	0	1535859
LLDUUDUL	1164	12	0	0	1765307
DRDLRRDUL	1164	10	10	10	2015481
DRDLRRRUUL	1164	6	6	6	9166729
DDUDRURDUL	1158	12	12	12	1385029
LRLRDRULUL	1158	9	9	0	1447063
RRRRRRRURL	1158	4	4	4	1817199
DURRLRDUD	1156	10	0	0	1832976
URULRL	1156	8	0	0	6620309
ULLURRUUL	1154	9	9	0	4631978
UULRULLDUL	1152	4	4	4	67160427
ULLLRLRLLL	1150	5	5	0	33169049
UDUDUDDDRL	1148	16	0	0	111907054
LLDDDUULUL	1148	12	0	0	59846355
DDRRRRRUL	1148	8	0	0	1883679
RLDRRDRUL	1146	6	6	6	2124135
ULRLLRLLLL	1146	4	4	4	2098637
RLUUDURL	1144	10	0	0	1677687
UULRLLULUL	1140	20	0	0	1326401
DDUDRLUL	1140	16	0	0	1460179
LLULLURLLL	1140	12	0	0	1583034
UDUDDRDLUL	1140	10	10	10	1395896
LRURDUULL	1140	8	0	0	2447681
DUDULDRUL	1138	7	7	0	1970718
DLLDLUULL	1138	7	2	1	80661230
UUULDURLL	1136	8	0	0	2134557
DURRLULRRL	1134	8	8	8	1473539
RLLLULLURL	1134	6	6	6	87584214
RLRLUUULL	1132	24	0	0	1374923
ULURLUUDL	1130	7	7	0	1492957
ULLULULURL	1130	5	5	0	1689173
DUDUULRL	1128	12	12	12	1552124
UDRUULLLLL	1128	8	8	8	31770348
RLRRDLDURL	1128	8	0	0	1657631
DULDDLURL	1128	7	7	0	53798541
RLRLUUDDRL	1126	8	8	0	1498839
DLDURDLUL	1126	6	6	0	2090229
DUDDULLUL	1124	20	0	0	1416799
ULULLLURUL	1124	12	0	0	1368096
UDUDLLLRUL	1122	15	15	0	1290511
RLRRLULL	1122	10	10	10	1626160
LLDLRDULL	1122	4	4	4	26301551
RDDRUDRDUL	1118	8	8	0	1820782
DRURURRUL	1118	7	7	0	1941291
UDUDLDLUUL	1116	24	0	0	1222551
LDUDLUDDRL	1116	16	0	0	1567241
ULURLLLLUL	1116	10	10	10	1369659
LLUDLUURLL	1116	8	8	8	1442564
URRRRRRUUL	1116	8	0	0	90291157
DLLLLDRLUL	1116	6	6	6	1539123
LLRLDURLLL	1114	5	5	0	109368639
RLRRLUL	1110	10	10	10	1607615
RLLLLDDUUL	1110	8	8	0	1423601
DUDDUDDDRL	1110	7	7	0	1501954
LUDUUULLLL	1110	4	4	4	5445187
DUUURUDURL	1108	12	0	0	1946694
URUUULLLLL	1108	8	0	0	100337691
RDRLUDDULL	1106	5	5	0	33426977
LDDULUDUL	1104	12	0	0	1583651
LDDDLLUL	1102	5	5	0	8934327
LUULLRDLUL	1100	16	0	0	1543616
UUDULUULL	1100	12	0	0	1572928
DURUUURRL	1100	10	0	0	1575806
DRLRRLRUL	1100	8	0	0	25752035
DUDDULRDUL	1098	8	8	8	3302647
DLLLRULUUL	1098	8	8	0	10556570
RLRLURDRUL	1094	10	10	0	1340113
LDLUDULLL	1094	4	4	0	3254850
RULUULL	1092	12	0	0	1506390
DDUDRLUULL	1092	10	10	10	1340787
UDUUULULL	1092	8	8	8	1824466
UUUDRULLRL	1092	6	6	6	1513681
RLRLUUUL	1092	4	4	4	2497946
DUDDLLUUL	1090	9	9	0	1968096
LLLDLULULL	1090	6	6	0	1501348
UDRULLRRL	1088	12	0	0	7134526
LRLRRDDUD	1086	6	6	6	2018426
LULLLRRLL	1086	4	4	4	3606398
RLRDDDDDUL	1084	20	0	0	1265150
RLLLLULLL	1084	12	0	0	2433370
DRLLLLDUUL	1084	10	0	0	22218688
DDUDLLULL	1084	8	0	0	1805597
UDRRLRRUL	1080	10	10	10	1644168
DUDDURDURL	1080	6	6	6	1484024
DDDULLL	1080	4	4	4	2290362
DDUDDRULL	1076	32	0	0	1249231
UDUDRDULUL	1076	24	0	0	1179122
ULRLULURL	1076	12	0	0	2103640
UDRDRRRDUL	1074	10	10	0	1320606
RLRLRULLRL	1074	9	9	0	1358231
UDUDLULLRL	1074	8	8	0	1377043
ULUULLRUL	1074	6	6	6	2314147
DDUDRURUL	1068	20	0	0	1354156
LLLURLDDRL	1068	16	0	0	4858469
UDRURULL	1068	14	0	0	1430727
RLRRLUURUL	1068	8	8	8	1413055
UULURULUL	1068	8	0	0	70654926
ULURLULLLL	1068	4	4	4	2278610
RLULUUURLL	1066	8	8	0	1381063
LLLURLLL	1066	6	6	0	28147224
DULDDUURL	1062	10	10	10	14870418
RLRLLDUUUL	1062	10	10	0	1303965
RLRDDUL	1062	8	8	8	128387040
DRDULDLULL	1062	6	6	6	2441636
RRDURLLLLL	1060	16	0	0	25759374
RLRLDDDLUL	1060	12	0	0	1261774
ULLLUDLUL	1060	8	0	0	48397858
DUDURRLLUL	1058	7	7	0	4597169
LUUDRUUUL	1058	5	5	0	2744298
RRULDRUL	1056	10	10	10	2043428
LDDLDDDDRL	1056	8	8	8	6327994
LRUUDDULL	1056	6	0	0	5363976
LRRRRDRDUL	1052	16	0	0	1277577
UULULDURL	1052	12	0	0	44167583
UDLLRDDDRL	1052	8	5	5	1367316
DUDDDULL	1052	8	0	0	109427914
RUUDUDRDUL	1050	10	10	10	2425946
DRDLRDDRUL	1050	8	8	8	1956149
URULRUDDUL	1050	7	7	0	1401888
DUDDRDULL	1048	14	0	0	1433339
UDDRRLRURL	1046	10	10	0	1281114
RUUURLUUUL	1046	6	6	0	1915422
LLRLDRDUD	1046	5	5	0	2138026
DLLLDURLL	1044	12	0	0	5966619
LDLLUDULL	1044	8	8	8	1760673
ULLRUURURL	1044	8	0	0	3405088
RLULLULURL	1044	4	4	4	10712403
LDDDDDLDUL	1042	6	6	0	1751233
